1	0.01791724914477931
2	0.015160194908579191
3	0.01215366470730967
4	0.013273808173835278
5	0.009123545140028
6	0.01410534843388531
7	0.013261554504020346
8	0.01662908484124475
9	0.013026974474390348
10	0.010059122513565753
11	0.010827523190528154
12	0.008002579729590151
13	0.01150105008855462
14	0.017234064017732937
15	0.014765919600096013
16	0.012477854085672233
17	0.022801734921005037
18	0.02145304437726736
19	0.014097870017091433
20	0.014077424330429899
21	0.012971635442227125
22	0.010288592583189407
23	0.00996336480602622
24	0.014779820520844724
25	0.012133036015762223
26	0.012203208015610775
27	0.013054291821188398
28	0.017219896324806742
29	0.011649302931295501
30	0.011242194670355983
31	0.010407680335144201
32	0.010323265438071556
33	0.008742981849031316
34	0.009182876027706597
35	0.012612319499668147
36	0.013383370720677905
37	0.008446458106239637
38	0.011407141935908131
39	0.00883759384669247
40	0.01152792014181614
41	0.013141913908637233
42	0.009301898354250524
43	0.008042853222125106
44	0.010279223529828919
45	0.011043087424089512
46	0.012234591982430883
47	0.012719291572769484
48	0.01223414551673664
49	0.008027805688066615
50	0.012881937773070402
